geneID	R_27738	R_27722_PCR	R_29691_PCR	R_28359	R_28373_PCR	R_30129_PCR	SBBSR37	SBBSR40	SBBSR41	SBBSR43	SBBSR45	SBBSR47	SBBSR48	SBBSR49	SBBSR50	SBBSR51	SBBSR54	SBBSR55	SBBSR56	SBBSR39
ENSG00000163689	4	8	1	5	9	6	20	40	17	17	11	25	34	15	21	20	7	23	9	20
ENSG00000163694	3953	2307	3183	2962	2517	1674	632	2780	1758	804	706	2262	993	2754	476	1021	1444	1760	334	1481
ENSG00000163697	45	361	167	18	118	265	1898	1536	554	2254	1021	1979	568	1608	840	1681	254	1133	927	1457
ENSG00000163701	269	873	2234	55	1495	320	545	470	310	154	916	96	694	105	868	546	106	576	995	833
ENSG00000163702	1464	2763	6224	468	4305	2167	505	658	348	360	966	458	1049	414	907	641	198	574	883	977
ENSG00000163703	133	457	424	45	363	456	275	770	614	747	624	424	373	456	414	523	274	457	543	633
ENSG00000163704	71	121	147	70	99	145	43	44	36	28	80	26	56	20	59	36	29	36	38	35
ENSG00000163705	0	1	1	11	3	0	1	0	0	0	0	2	2	0	0	0	0	1	0	1
ENSG00000163710	11	191	164	2	84	56	283	264	256	990	262	50	187	18	267	70	50	478	302	440
ENSG00000163714	38	530	229	18	216	706	2338	3143	1159	3281	1331	2179	1472	3010	1015	2434	645	2841	1241	2561
ENSG00000163719	537	1770	973	314	1239	2275	920	2715	2366	1227	1659	2927	996	2551	1046	1437	2359	2648	921	940
ENSG00000163728	15	301	117	3	154	393	1148	2145	625	2202	630	1132	660	1638	565	1329	303	1390	720	1416
ENSG00000163734	9	611	24	12	27	391	89	163	202	39	73	448	43	111	12	224	30	308	9	9
ENSG00000163735	0	12	0	0	0	0	12	6	5	11	5	107	3	254	0	60	1	50	0	1
ENSG00000163736	0	13	9	0	2	0	5	2	0	5	7	0	4	0	2	0	4	2	27	8
ENSG00000163737	9	95	11	37	29	6	0	1	0	1	1	1	1	1	2	0	3	1	8	3
ENSG00000163738	4	74	50	4	63	78	219	254	167	166	161	217	261	221	239	231	100	282	180	345
ENSG00000163739	22	303	4	0	18	115	103	77	103	62	43	175	15	235	98	38	12	84	15	6
ENSG00000163743	4	147	48	6	52	98	426	766	231	764	219	567	329	597	282	419	121	542	264	541
ENSG00000163746	0	0	0	11	3	0	0	0	0	2	3	1	2	2	0	0	0	0	5	1
ENSG00000163749	13	4	1	14	0	3	6	0	0	9	2	2	1	2	4	5	1	4	2	5
ENSG00000163751	19	27	14	10	55	14	1072	2107	1113	785	950	642	405	485	827	1506	174	868	343	639
ENSG00000163754	27	455	254	20	401	393	838	1628	1085	1555	984	1859	813	1463	911	904	1002	1646	700	905
ENSG00000163755	15	33	11	5	25	151	607	1277	612	826	424	1704	385	2046	285	689	420	1233	263	519
ENSG00000163762	9	68	70	1	28	30	537	315	209	970	317	146	108	147	267	430	60	360	314	277
ENSG00000163781	1	162	101	3	92	272	993	1306	507	1058	512	1096	776	1428	545	1027	295	1422	557	987
ENSG00000163785	33	332	192	0	221	246	1540	1864	874	1947	1118	1355	1050	1084	1037	1306	417	1441	1036	1923
ENSG00000163788	120	434	262	27	219	269	1442	1723	850	2849	903	1006	773	1264	1147	1954	472	1514	1116	1216
ENSG00000163792	5	8	0	2	5	0	5	20	2	40	20	2	0	0	11	3	1	4	1	4
ENSG00000163793	0	8	0	11	7	0	0	1	2	2	0	0	0	0	1	2	0	2	1	1
ENSG00000163794	236	299	263	27	258	264	7	8	17	11	7	2	6	4	8	7	17	7	21	4
ENSG00000163795	18	674	348	20	315	1735	221	436	383	365	706	429	378	477	476	369	324	480	361	292
ENSG00000163798	22	316	180	61	263	276	580	1025	612	905	627	877	593	820	417	536	386	1025	531	701
ENSG00000163803	24	116	136	42	114	122	281	496	228	292	621	233	605	205	425	228	94	529	273	557
ENSG00000163806	0	31	11	1	16	17	8	6	2	1	4	4	3	8	2	10	0	2	5	13
ENSG00000163807	2	269	110	4	119	252	503	723	315	714	332	514	395	554	431	424	183	637	438	585
ENSG00000163808	5	17	2	9	15	13	45	83	45	31	48	45	95	130	25	42	23	136	42	66
ENSG00000163810	4	28	0	37	19	3	0	0	1	0	2	0	1	0	0	1	0	1	2	0
ENSG00000163811	60	258	140	96	156	303	902	1307	607	1600	704	1006	760	1168	666	1038	461	1447	639	1076
ENSG00000163812	180	701	558	46	626	532	2157	3346	1962	2314	2958	2322	2573	2352	2889	2119	1191	3178	3315	3373
ENSG00000163814	3013	280	142	2237	176	201	475	913	381	222	803	358	686	257	922	653	172	931	863	820
ENSG00000163815	93	300	288	14	290	98	443	1331	1039	567	924	173	1172	34	1508	938	317	922	870	678
ENSG00000163817	0	7	3	1	3	2	4	2	3	28	19	2	4	3	18	3	0	7	15	14
ENSG00000163818	2	73	43	4	67	67	374	504	222	597	306	470	272	383	274	409	113	497	300	527
ENSG00000163820	35	390	290	5	344	345	1339	2061	837	1706	1375	837	1367	1170	1351	1505	513	1713	1369	1650
ENSG00000163823	70	554	118	34	287	778	564	2846	2317	1832	787	3427	460	4899	177	892	1111	2504	278	95
ENSG00000163825	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	3	0	0	1	3
ENSG00000163827	72	55	8	56	23	13	147	571	76	26	55	28	106	42	199	90	14	109	233	170
ENSG00000163832	147	639	610	111	468	395	314	508	511	466	531	476	350	449	434	256	394	400	324	355
ENSG00000163833	10	6	4	3	11	1	3	4	0	0	9	0	3	1	12	0	0	1	3	2
ENSG00000163840	289	666	361	182	675	588	986	3295	2158	2640	787	1899	804	4116	725	1570	1099	2127	2973	821
ENSG00000163848	6	220	111	36	166	166	756	1273	471	1064	365	978	390	1322	394	998	238	849	338	776
ENSG00000163864	21	68	55	2	64	54	310	242	234	131	417	148	334	77	485	185	74	553	378	500
ENSG00000163866	194	640	492	91	597	400	559	957	1103	1250	943	1199	706	1118	778	644	784	1066	502	682
ENSG00000163867	56	373	186	22	199	643	621	1077	658	616	523	1167	381	910	474	708	561	1245	443	725
ENSG00000163870	1075	2075	1274	646	1207	1446	403	725	863	653	1023	735	708	658	935	570	549	675	944	506
ENSG00000163872	36	322	134	15	234	483	896	1548	574	1651	957	923	737	1585	810	900	416	1063	1475	985
ENSG00000163873	9	18	6	16	32	12	35	62	62	774	11	6	7	36	3	38	20	22	6	5
ENSG00000163874	4	575	106	6	186	570	236	564	342	175	633	417	640	815	659	456	387	586	355	309
ENSG00000163875	26	484	240	1	252	460	988	1816	877	1274	923	1571	895	1149	1092	1028	483	1602	1019	1508
ENSG00000163877	22	94	75	6	62	125	503	714	405	589	429	723	378	638	449	481	292	741	372	591
ENSG00000163879	20	59	43	2	24	13	61	97	63	268	93	27	63	41	71	60	13	75	98	108
ENSG00000163882	752	1233	1249	334	1087	985	636	1043	1161	1420	1457	915	682	705	1325	703	734	982	1321	1027
ENSG00000163884	18	35	67	0	27	35	54	34	42	163	93	15	75	17	57	62	60	37	91	165
ENSG00000163885	0	9	7	18	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163888	0	9	12	0	5	3	4	1	8	1	4	7	0	2	4	0	1	7	5	0
ENSG00000163898	28	37	121	30	85	0	150	173	81	4	202	54	582	27	286	109	10	167	165	628
ENSG00000163900	584	265	316	214	341	211	538	809	578	664	637	704	758	666	769	571	312	820	616	1147
ENSG00000163902	1148	3455	3192	616	3141	3642	3628	6980	6473	6307	5112	7525	3551	7486	3827	3803	5172	5906	2938	3526
ENSG00000163904	109	208	147	76	118	212	967	1169	497	1148	705	834	679	884	685	941	280	1241	789	1150
ENSG00000163909	57	132	80	60	131	55	182	246	199	592	275	353	150	122	189	107	74	183	76	134
ENSG00000163913	925	1242	1095	441	880	891	741	1032	574	877	1036	1041	541	1018	719	950	410	819	714	704
ENSG00000163914	3	4	1	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000163915	0	16	1	6	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ENSG00000163918	6	103	101	8	98	100	241	381	411	400	255	334	319	279	289	181	228	382	305	475
ENSG00000163923	19	102	120	52	173	50	107	128	263	132	224	83	121	98	119	102	202	148	85	134
ENSG00000163930	1298	1619	1684	541	1517	1388	1520	2128	1710	1536	2830	1699	1949	1879	2635	1998	1144	2195	1896	1909
ENSG00000163931	525	2532	2976	330	2942	4968	1576	4794	4563	2961	4807	4793	3888	6440	3070	2619	4246	3810	2345	3797
ENSG00000163932	114	1237	650	60	740	2940	1240	4531	2195	1355	1661	3862	1259	3742	1107	1721	2365	3356	1198	1318
ENSG00000163933	55	383	219	66	237	312	377	644	396	523	417	596	297	548	352	384	352	516	228	301
ENSG00000163935	75	177	116	27	91	94	355	457	182	282	223	293	330	402	225	376	172	365	236	422
ENSG00000163938	15	669	398	4	302	525	1637	1871	964	2571	1849	1719	1667	1712	1501	1379	579	2253	1266	1896
ENSG00000163939	89	428	168	81	296	433	1408	2200	918	1925	895	1311	839	2075	846	1433	477	1588	785	1397
ENSG00000163945	145	279	282	75	289	393	1849	1452	824	1284	1024	1296	745	1807	897	1409	980	1320	704	1208
ENSG00000163946	69	563	166	79	314	625	1969	2815	1316	2491	1157	2027	1194	2412	1044	1728	756	2420	1171	1987
ENSG00000163947	117	303	160	77	253	400	865	2168	759	1124	873	1162	657	1736	801	1228	766	1664	775	900
ENSG00000163950	11	337	190	6	288	364	874	1422	1021	1141	1006	1520	904	1264	991	1017	638	1685	884	1178
ENSG00000163956	1149	3603	2022	517	3379	3299	1112	2338	3216	1619	2394	2671	1435	3190	1545	1622	2956	2141	1257	1030
ENSG00000163958	34	55	35	19	39	37	4	6	3	4	2	5	1	9	0	2	7	5	1	2
ENSG00000163959	48	90	53	59	65	94	10	16	14	19	13	172	15	64	6	14	14	21	9	4
ENSG00000163960	341	283	217	256	196	464	1453	1714	835	1491	981	1469	834	1897	804	1865	561	1747	913	1452
ENSG00000163961	47	221	141	16	198	178	589	969	352	741	384	789	400	975	425	748	234	871	415	637
ENSG00000163964	321	219	399	205	272	134	481	673	447	648	495	467	419	387	483	319	203	598	323	652
ENSG00000163975	334	2008	11005	76	2181	383	280	315	290	109	545	97	378	143	1127	274	32	106	385	738
ENSG00000163982	8	0	0	2	3	0	8	6	0	0	1	0	1	1	2	9	0	4	7	16
ENSG00000163993	12	106	655	1	176	2	63	59	92	5	315	18	235	5	176	50	12	94	48	207
ENSG00000163995	11	133	111	93	80	42	129	134	121	351	239	56	150	46	272	201	35	170	243	197
ENSG00000164002	24	42	18	1	16	83	233	423	228	304	243	430	168	314	256	231	233	406	170	274
ENSG00000164007	0	2	1	37	3	1	7	1	0	328	25	0	3	0	0	3	0	1	0	11
ENSG00000164008	142	211	157	86	161	171	156	179	100	169	112	123	104	192	92	154	56	158	102	149
ENSG00000164010	5	52	36	20	38	121	681	916	335	527	696	1386	587	1090	490	579	250	947	384	880
ENSG00000164011	92	233	183	23	233	213	155	362	274	336	240	338	160	332	223	159	161	227	261	306
ENSG00000164022	162	433	391	27	453	409	973	1648	1150	1408	1057	1446	903	1136	778	1011	830	1737	921	1352
ENSG00000164023	3	77	23	1	47	66	280	556	73	495	108	673	229	675	206	329	42	336	101	266
ENSG00000164024	7	221	77	1	152	245	927	1422	604	1115	852	917	1073	1070	907	931	357	1364	910	1427
ENSG00000164031	11	271	124	16	202	370	906	1627	383	1193	327	1244	458	1925	370	1410	221	1128	305	913
ENSG00000164032	103	862	760	28	1129	610	1715	2973	3381	1928	2326	3003	2125	2584	2105	1820	2019	3185	1520	2748
ENSG00000164035	712	518	667	158	383	111	688	836	886	2829	826	407	361	286	833	839	223	753	1024	1075
ENSG00000164037	7	22	7	33	14	23	17	39	22	22	19	36	12	17	10	22	34	25	9	15
ENSG00000164038	0	34	25	0	29	33	224	249	90	646	131	749	94	555	196	178	82	189	178	159
ENSG00000164039	32	135	113	1	64	120	1048	1213	784	1056	783	938	604	649	641	741	308	1111	892	1220
ENSG00000164040	234	753	735	64	706	465	2711	2996	2001	2617	2483	2056	3371	1277	3367	2244	992	3737	3148	5804
ENSG00000164045	19	18	14	14	39	8	29	30	31	21	25	30	65	61	36	14	12	80	20	55
ENSG00000164047	117	116	27	75	40	204	2	24	10	3	19	76	17	173	3	14	122	20	1	8
ENSG00000164048	914	798	895	743	826	822	614	2066	1003	717	1027	3651	976	2300	1064	1079	1321	2448	676	1267
ENSG00000164049	0	9	0	19	1	2	1	4	1	2	1	5	4	0	1	1	1	3	1	3
ENSG00000164050	180	681	1353	14	1071	393	1710	1768	932	876	3500	533	2784	552	3371	1859	263	1953	3317	2591
ENSG00000164051	8	63	73	1	86	104	167	376	233	262	395	270	244	248	334	155	109	273	233	254
ENSG00000164053	13	112	113	2	107	93	190	271	184	262	273	158	186	184	232	182	134	221	271	281
ENSG00000164054	533	2056	1512	189	1991	1750	1287	2599	3772	3145	2908	2401	1562	3780	2547	1956	2447	2410	3728	1197
ENSG00000164056	106	514	114	108	106	154	1216	1498	649	1709	857	432	520	462	871	1034	192	1069	1045	1198
ENSG00000164061	2	21	16	14	15	9	29	22	3	46	14	16	13	22	7	10	8	16	13	20
ENSG00000164062	749	1024	1408	552	1486	956	966	1944	1644	1039	2156	1732	1465	1965	2010	1337	1382	1706	1180	1271
ENSG00000164066	6	15	16	18	12	37	353	386	92	527	182	207	226	228	196	320	40	368	217	465
ENSG00000164068	16	60	13	19	22	302	435	753	462	634	749	617	565	760	672	634	331	617	458	516
ENSG00000164070	10	16	13	2	13	3	523	445	131	121	276	69	635	66	383	456	17	662	367	891
ENSG00000164073	21	214	109	1	165	247	1016	1137	476	753	605	844	678	949	586	1008	291	1227	500	1169
ENSG00000164074	1443	180	218	2194	212	219	456	809	272	542	329	609	313	730	297	522	207	643	288	504
ENSG00000164076	1	1	7	2	2	0	1	1	5	2	11	7	4	4	3	2	2	9	4	2
ENSG00000164077	105	255	270	107	273	137	98	167	189	232	233	88	188	118	243	91	109	111	222	156
ENSG00000164078	0	71	105	28	159	38	418	518	207	67	938	81	579	81	984	558	39	472	1084	710
ENSG00000164080	73	29	33	101	32	21	1057	1265	574	1076	738	1003	641	1259	711	1185	455	1207	540	924
ENSG00000164081	726	2128	2208	310	2073	1858	783	1480	1510	735	1619	1194	1919	1156	1629	920	1205	1434	1373	1129
ENSG00000164082	3	81	36	3	27	143	73	59	17	37	44	72	91	46	58	153	43	125	46	56
ENSG00000164086	18	186	119	19	164	230	703	1145	525	794	1784	758	1237	615	1826	1053	236	1373	1622	1237
ENSG00000164087	53	77	104	93	101	52	57	141	147	87	120	120	117	100	76	50	89	118	42	62
ENSG00000164088	329	925	565	206	796	2215	928	2753	2485	1177	1538	2594	764	2836	891	991	2429	2034	854	854
ENSG00000164089	0	12	2	36	9	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000164091	28	805	329	34	528	1194	3117	5142	1915	4739	2494	3691	2402	4667	2809	3272	1322	4046	2232	3282
ENSG00000164093	5	14	6	1	5	12	13	15	5	0	9	11	35	3	32	9	0	7	9	30
ENSG00000164096	78	1322	881	17	1519	755	3260	5259	3720	3935	3660	3871	3045	3152	3592	2930	2775	4810	3709	4398
ENSG00000164099	11	51	63	2	90	3	981	643	408	136	594	105	393	32	656	855	66	822	314	651
ENSG00000164100	7	11	4	2	6	2	0	1	0	2	2	0	2	1	2	1	0	2	0	3
ENSG00000164104	6	514	169	1	341	906	1080	2403	1328	1138	1225	1490	1256	2089	1025	1292	1274	2631	1080	1664
ENSG00000164105	0	77	31	4	117	145	161	267	266	219	191	207	134	290	149	154	652	246	173	169
ENSG00000164106	15	19	11	2	21	3	48	11	31	162	50	4	13	6	3	8	12	24	21	29
ENSG00000164107	0	40	11	0	46	21	52	60	41	18	126	58	9	19	49	65	16	131	47	22
ENSG00000164109	8	38	20	1	29	21	106	215	113	58	85	129	108	236	92	111	64	231	45	162
ENSG00000164111	414	3824	1710	122	2398	5289	7603	18316	9482	11890	9496	23130	5812	16603	8665	8557	6406	15687	5040	7052
ENSG00000164112	0	19	3	29	32	50	1	0	0	4	0	1	0	2	0	0	0	3	0	0
ENSG00000164113	0	2	2	25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164114	30	29	15	60	23	16	117	133	46	313	38	117	42	161	22	71	28	73	23	72
ENSG00000164116	15	137	40	11	51	92	461	578	142	490	466	650	201	1157	269	352	67	275	155	397
ENSG00000164117	17	128	40	1	53	97	420	702	310	609	396	516	377	485	380	402	148	635	374	623
ENSG00000164118	0	152	60	2	57	181	547	710	289	533	324	540	319	543	320	580	180	637	308	698
ENSG00000164120	21	141	80	3	150	67	1265	1394	431	256	583	502	1555	622	1068	914	126	1868	1169	1690
ENSG00000164122	0	8	1	1	9	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0
ENSG00000164123	0	0	1	0	0	0	1	1	0	5	0	0	0	1	1	1	0	2	1	0
ENSG00000164124	3	145	31	31	41	216	312	764	364	344	162	949	165	937	196	343	351	581	144	312
ENSG00000164125	10	415	191	1	259	620	1647	5217	1303	3458	1152	8014	736	8211	1127	2224	650	2374	455	996
ENSG00000164128	0	146	98	0	100	18	735	344	219	460	304	60	378	50	392	240	30	502	303	1321
ENSG00000164129	4	11	0	0	8	4	27	11	6	22	18	2	23	0	14	28	0	30	19	68
ENSG00000164134	13	143	67	20	139	128	629	958	499	1243	552	734	587	927	480	675	276	1077	471	809
ENSG00000164136	28	172	64	0	144	343	302	978	450	488	309	623	223	827	192	701	420	820	248	197
ENSG00000164142	0	10	11	16	4	0	163	98	20	11	101	13	229	30	151	196	5	147	122	187
ENSG00000164144	8	183	68	3	124	212	809	1301	383	1195	348	1024	501	900	627	752	221	898	466	899
ENSG00000164151	14	223	99	6	138	301	1060	1272	504	1716	685	1081	724	1638	642	1069	397	1436	769	1065
ENSG00000164161	30	23	6	8	16	4	0	5	1	20	14	1	11	2	1	2	0	11	0	14
ENSG00000164162	0	74	18	2	13	64	202	356	163	323	177	345	181	255	174	200	130	359	145	235
ENSG00000164163	4	223	110	11	149	281	1167	1683	648	2283	803	1357	927	1876	916	1315	345	1695	771	1507
ENSG00000164164	20	228	78	17	112	279	912	1458	299	1446	411	871	618	1799	545	1057	154	1087	691	1099
ENSG00000164167	7	202	112	0	177	224	185	645	451	406	352	581	267	462	210	274	284	450	184	327
ENSG00000164168	13	132	47	1	70	136	607	878	311	997	414	698	535	921	453	443	215	742	430	700
ENSG00000164169	89	171	55	168	69	76	275	355	163	415	196	293	233	408	217	265	127	355	199	328
ENSG00000164171	13	27	54	4	29	7	649	612	112	416	383	136	528	191	540	579	27	536	728	1038
ENSG00000164172	8	311	142	2	148	274	667	992	566	1215	697	996	633	683	583	621	414	949	486	1085
ENSG00000164175	7	7	9	3	4	3	29	14	6	1	25	2	25	5	50	40	0	33	7	78
ENSG00000164176	1	104	36	5	94	42	293	209	79	590	197	1118	210	287	122	210	51	165	129	488
ENSG00000164180	13	100	31	4	61	129	512	651	268	478	252	496	275	769	264	581	132	625	238	550
ENSG00000164181	9	37	9	1	26	35	711	933	223	569	458	291	1426	233	1157	1230	40	1529	1129	1448
ENSG00000164182	47	221	213	7	203	183	189	251	393	431	342	232	247	114	222	172	240	332	205	274
ENSG00000164185	0	0	5	1	0	2	5	6	2	13	4	5	3	4	4	2	3	4	2	10
ENSG00000164187	49	88	46	94	79	72	524	759	208	451	138	436	289	794	222	592	112	510	217	544
ENSG00000164188	0	0	1	1	0	8	34	29	3	13	6	99	10	321	3	35	3	11	2	32
ENSG00000164190	21	355	185	34	280	479	1450	1961	794	2025	1039	1423	1092	2327	681	1433	496	1946	1137	1519
ENSG00000164197	21	47	31	0	36	11	144	114	40	121	84	79	68	77	83	146	21	106	58	163
ENSG00000164199	28	36	14	41	26	1	33	16	17	11	23	7	38	4	37	15	2	15	17	75
ENSG00000164209	38	368	189	56	248	347	1630	2054	848	1567	669	1757	870	2076	886	1638	504	1751	554	1656
ENSG00000164211	6	52	27	0	52	136	500	638	207	423	349	607	279	2424	184	527	129	756	176	405
ENSG00000164219	36	154	86	8	87	170	506	982	529	816	288	840	423	883	428	579	325	864	267	660
ENSG00000164220	0	80	8	3	23	308	361	826	219	135	328	247	102	499	185	227	172	315	69	127
ENSG00000164221	13	104	27	0	75	179	239	391	149	340	186	432	146	370	80	246	106	525	135	199
ENSG00000164236	0	3	9	0	6	2	441	631	103	290	358	209	383	342	324	640	26	587	430	412
ENSG00000164237	1	123	98	14	102	99	307	508	253	400	263	337	151	174	163	206	197	315	155	264
ENSG00000164241	9	10	9	13	9	4	107	110	78	122	54	46	102	100	72	100	64	70	59	158
ENSG00000164244	20	271	109	18	149	333	1319	1868	638	1670	797	1874	942	1984	915	1416	254	1558	651	1389
ENSG00000164251	9	10	10	16	29	17	571	440	98	19	456	84	853	86	689	546	12	560	639	1074
ENSG00000164252	5	174	82	2	142	255	459	771	489	647	417	738	362	636	375	552	287	867	326	636
ENSG00000164253	68	328	127	67	198	338	874	1624	756	1112	788	1474	635	1143	876	891	494	1574	774	814
ENSG00000164256	0	6	1	10	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164258	52	430	395	45	468	279	827	1331	1493	1125	1296	1308	1163	837	988	790	1021	1379	946	1467
ENSG00000164265	10	24	19	2	14	5	0	0	1	0	3	0	0	0	3	0	0	0	1	0
ENSG00000164266	21	24	19	2	23	7	25	5	35	1	23	6	30	1	12	14	9	31	39	38
ENSG00000164270	7	1	0	27	1	0	0	0	0	0	3	0	1	1	0	0	0	1	2	4
ENSG00000164283	0	2	6	0	5	8	80	21	7	17	38	8	6	30	12	24	13	23	11	13
ENSG00000164284	14	166	109	11	117	103	520	489	336	658	346	442	437	521	466	529	244	542	322	655
ENSG00000164287	9	7	4	72	7	0	0	1	1	0	0	1	0	1	2	1	0	0	1	1
ENSG00000164291	29	47	35	6	40	47	120	200	69	139	50	135	74	110	74	146	47	134	102	135
ENSG00000164292	56	180	92	26	83	370	1187	1168	361	3462	321	1215	475	1284	352	784	141	778	291	1365
ENSG00000164294	24	159	94	7	109	210	720	1084	388	1358	620	1782	307	917	683	570	167	495	326	436
ENSG00000164296	17	48	36	1	43	72	88	206	102	188	132	214	117	214	121	99	101	163	87	136
ENSG00000164299	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164300	135	55	26	60	38	17	1148	1951	397	1275	800	1259	1057	1880	986	1138	191	1175	918	1699
ENSG00000164303	6	3	6	13	6	5	15	16	20	139	19	9	2	11	3	9	7	7	2	7
ENSG00000164304	0	6	0	2	1	4	2	2	1	2	3	1	2	2	0	1	0	1	0	3
ENSG00000164305	10	399	174	14	299	386	979	1430	624	972	500	1224	511	1489	430	886	790	1395	588	700
ENSG00000164306	10	57	50	9	57	66	323	576	240	300	196	300	204	225	249	267	163	365	268	435
ENSG00000164307	16	147	121	8	203	248	1326	4036	1380	2464	1242	3237	1173	4662	1170	2227	566	3259	1407	1430
ENSG00000164308	7071	2548	4474	7556	4170	1500	1439	7580	4210	3094	428	2163	931	1070	1456	3838	2127	3009	2036	953
ENSG00000164309	8	24	21	9	33	38	240	220	98	224	239	76	436	72	229	162	12	348	191	647
ENSG00000164318	10	133	112	4	113	51	231	244	256	935	431	165	220	175	505	274	105	206	403	402
ENSG00000164323	1	164	72	30	72	139	730	1054	302	1395	312	922	428	1160	322	870	167	772	254	687
ENSG00000164325	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164326	0	3	2	10	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000164327	100	377	141	92	165	498	1218	1347	491	787	435	1155	502	2100	473	1786	364	1408	461	1035
ENSG00000164329	85	1049	266	67	462	1353	1866	4016	1724	1946	841	3344	936	2954	843	2456	803	3697	700	1756
ENSG00000164330	453	707	615	245	494	242	1068	1495	1402	2162	1089	558	236	431	773	1637	342	1004	607	822
ENSG00000164331	0	99	40	9	56	186	488	786	134	408	336	484	344	622	284	512	78	565	442	538
ENSG00000164332	2	215	116	0	190	207	799	1575	817	1344	564	1405	583	1271	565	837	439	1212	431	933
ENSG00000164334	0	5	0	13	5	1	0	3	0	0	1	2	1	0	2	0	0	1	0	1
ENSG00000164338	11	100	59	15	55	107	488	532	312	647	388	544	375	508	426	532	197	746	280	523
ENSG00000164342	3	21	4	3	11	23	181	579	137	328	121	374	188	612	120	284	103	386	328	231
ENSG00000164344	18	56	51	16	19	15	38	104	77	57	19	21	18	18	9	36	32	38	25	35
ENSG00000164346	48	866	352	2	521	798	1224	3189	2389	2184	1681	2119	1509	1490	1270	1844	1725	2709	1479	2003
ENSG00000164347	35	54	14	1	36	67	571	738	391	720	457	479	621	558	431	472	194	651	429	1056
ENSG00000164362	3	15	20	2	15	6	3	1	1	1	1	0	3	1	0	0	2	3	1	0
ENSG00000164363	0	2	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164366	37	138	82	53	149	127	344	558	366	636	448	429	242	569	328	344	199	414	329	334
ENSG00000164379	9	28	34	3	36	14	374	170	220	2	317	43	286	28	207	259	23	415	461	506
ENSG00000164385	0	1	0	0	0	0	1	1	0	1	1	0	0	1	2	6	0	3	1	6
ENSG00000164393	1	9	8	36	8	0	112	67	17	0	95	16	162	19	110	109	8	101	136	145
ENSG00000164398	3	22	12	46	19	6	25	50	34	57	7	30	18	53	8	49	21	37	5	23
ENSG00000164399	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164400	0	6	1	1	2	2	0	30	3	0	7	0	3	2	5	9	2	2	0	1
ENSG00000164402	1	322	166	148	185	382	2604	2672	1179	3131	2730	2463	2627	2217	3517	2782	468	3074	3006	3277
ENSG00000164403	183	274	375	228	170	415	71	100	88	256	93	199	66	139	96	100	41	68	82	95
ENSG00000164404	0	4	3	3	1	7	26	52	9	21	23	13	22	11	32	23	9	25	38	55
ENSG00000164405	595	1428	1914	433	1901	943	849	1294	2714	1376	2437	1650	1973	1202	1804	944	1848	1716	1240	2023
ENSG00000164406	12	41	3	6	25	27	75	98	48	64	55	25	44	40	54	91	17	65	127	125
ENSG00000164411	6	1	7	1	0	1	5	0	0	0	9	0	1	1	6	0	0	2	6	8
ENSG00000164414	0	114	65	0	82	173	370	574	495	468	454	346	378	235	431	250	220	544	534	681
ENSG00000164418	0	11	0	2	2	1	93	23	23	110	30	18	9	13	34	20	4	33	36	17
ENSG00000164430	10	72	25	31	46	90	116	424	127	252	67	244	48	324	54	112	79	207	70	51
ENSG00000164434	6	9	109	2	556	0	1526	256	65	12	394	133	2881	54	3757	636	108	60	561	10922
ENSG00000164438	1	31	17	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164440	8	41	33	10	18	55	79	345	98	95	74	110	40	85	23	117	21	164	28	52
ENSG00000164442	55	872	274	15	379	663	1040	1954	1141	1156	977	1258	1260	1117	1002	1098	602	1669	1020	1454
ENSG00000164451	0	1	0	2	0	0	15	1	6	1	199	0	3	0	1	0	0	29	0	4
ENSG00000164458	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
ENSG00000164463	141	336	113	59	158	453	897	1566	689	912	523	1308	341	1495	403	1272	404	1256	477	703
ENSG00000164465	14	225	98	5	100	361	331	452	316	490	322	892	214	632	276	322	150	482	227	369
